iter	Passed	Remaining
1496	375144	2130831
1497	375392	2130563
1498	375670	2130469
1499	375890	2130044
1500	376141	2129799
1501	376368	2129416
1502	376594	2129024
1503	376911	2129146
1504	377139	2128770
1505	377400	2128576
1506	377612	2128108
1507	377914	2128149
1508	378131	2127711
1509	378353	2127301
1510	378643	2127268
1511	378903	2127071
1512	379204	2127106
1513	379451	2126833
1514	379666	2126383
1515	379896	2126017
1516	380176	2125928
1517	380403	2125547
1518	380664	2125354
1519	380904	2125044
1520	381169	2124875
1521	381408	2124559
1522	381638	2124194
1523	381879	2123890
1524	382094	2123443
1525	382473	2123905
1526	382683	2123427
1527	382945	2123242
1528	383143	2122698
1529	383412	2122553
1530	383632	2122133
1531	383857	2121738
1532	384139	2121663
1533	384356	2121227
1534	384622	2121060
1535	384849	2120680
1536	385108	2120479
1537	385314	2119980
1538	385593	2119889
1539	385860	2119729
1540	386087	2119348
1541	386366	2119253
1542	386609	2118958
1543	386893	2118890
1544	387163	2118749
1545	387377	2118301
1546	387593	2117857
1547	387880	2117809
1548	388092	2117347
1549	388370	2117243
1550	388601	2116885
1551	388834	2116541
1552	389110	2116433
1553	389317	2115944
1554	389583	2115776
1555	389795	2115318
1556	390126	2115503
1557	390397	2115362
1558	390619	2114955
1559	390892	2114827
1560	391132	2114519
1561	391426	2114503
1562	391644	2114077
1563	391880	2113751
1564	392103	2113350
1565	392411	2113407
1566	392643	2113056
1567	392884	2112754
1568	393125	2112455
1569	393338	2112002
1570	393617	2111906
1571	393835	2111478
1572	394135	2111495
1573	394371	2111167
1574	394675	2111199
1575	394930	2110973
1576	395155	2110587
1577	395382	2110211
1578	395647	2110038
1579	395902	2109811
1580	396130	2109436
1581	396383	2109200
1582	396660	2109091
1583	397033	2109492
1584	397241	2109013
1585	397518	2108904
1586	397855	2109112
1587	398176	2109234
1588	398398	2108829
1589	398677	2108726
1590	398905	2108356
1591	399198	2108330
1592	399413	2107889
1593	399641	2107520
1594	399887	2107245
1595	400111	2106851
1596	400406	2106836
1597	400621	2106394
1598	400882	2106199
1599	401116	2105863
1600	401379	2105675
1601	401622	2105383
1602	401872	2105127
1603	402174	2105149
1604	402453	2105043
1605	402743	2105000
1606	403004	2104801
1607	403239	2104470
1608	403443	2103975
1609	403739	2103959
1610	403974	2103625
1611	404239	2103449
1612	404500	2103253
1613	404963	2104106
1614	405171	2103630
1615	405431	2103426
1616	405725	2103400
1617	406017	2103361
1618	406239	2102962
1619	406444	2102472
1620	406733	2102420
1621	406953	2102008
1622	407258	2102034
1623	407472	2101595
1624	407768	2101576
1625	407992	2101188
1626	408334	2101404
1627	408558	2101014
1628	408824	2100839
1629	409075	2100592
1630	409414	2100788
1631	409647	2100449
1632	409886	2100135
1633	410123	2099813
1634	410362	2099498
1635	410622	2099293
1636	410862	2098988
1637	411131	2098827
1638	411370	2098514
1639	411683	2098580
1640	411967	2098501
1641	412189	2098101
1642	412413	2097710
1643	412778	2098037
1644	412989	2097587
1645	413193	2097093
1646	413442	2096835
1647	413681	2096521
1648	413990	2096564
1649	414239	2096301
1650	414460	2095897
1651	414671	2095445
1652	414936	2095265
1653	415210	2095133
1654	415457	2094860
1655	415714	2094641
1656	415922	2094170
1657	416224	2094177
1658	416435	2093723
1659	416690	2093493
1660	416926	2093164
1661	417223	2093148
1662	417448	2092765
1663	417690	2092466
1664	417932	2092172
1665	418153	2091772
1666	418416	2091581
1667	418638	2091184
1668	418906	2091016
1669	419140	2090681
1670	419522	2091086
1671	419751	2090724
1672	419974	2090333
1673	420233	2090122
1674	420490	2089901
1675	420781	2089846
1676	421041	2089641
1677	421263	2089244
1678	421477	2088809
1679	421773	2088783
1680	422021	2088515
1681	422238	2088098
1682	422492	2087861
1683	422722	2087508
1684	423020	2087487
1685	423244	2087103
1686	423520	2086973
1687	423758	2086659
1688	424052	2086621
1689	424250	2086109
1690	424494	2085822
1691	424747	2085579
1692	424960	2085141
1693	425248	2085075
1694	425458	2084619
1695	425733	2084489
1696	425962	2084131
1697	426355	2084572
1698	426570	2084143
1699	426792	2083749
1700	427105	2083800
1701	427350	2083522
1702	427654	2083526
1703	427910	2083302
1704	428109	2082794
1705	428330	2082397
1706	428606	2082271
1707	428820	2081836
1708	429066	2081562
1709	429312	2081288
1710	429553	2080986
1711	429827	2080845
1712	430050	2080459
1713	430311	2080259
1714	430520	2079800
1715	430813	2079756
1716	431022	2079301
1717	431255	2078960
1718	431483	2078601
1719	431718	2078273
1720	432016	2078250
1721	432245	2077892
1722	432491	2077614
1723	432711	2077217
1724	433079	2077527
1725	433304	2077152
1726	433518	2076720
1727	433758	2076419
1728	433979	2076025
1729	434262	2075926
1730	434479	2075511
1731	434738	2075297
1732	434974	2074975
1733	435194	2074576
1734	435487	2074527
1735	435710	2074143
1736	435971	2073941
1737	436189	2073531
1738	436452	2073337
1739	436686	2073005
1740	436922	2072686
1741	437182	2072477
1742	437445	2072281
1743	437862	2072815
1744	438143	2072708
1745	438366	2072321
1746	438572	2071859
1747	438859	2071780
1748	439081	2071388
1749	439337	2071162
1750	439574	2070845
1751	439844	2070683
1752	440184	2070851
1753	440412	2070488
1754	440673	2070286
1755	440895	2069899
1756	441192	2069862
1757	441406	2069437
1758	441652	2069163
1759	441899	2068892
1760	442106	2068438
1761	442399	2068380
1762	442625	2068014
1763	442890	2067824
1764	443129	2067519
1765	443420	2067453
1766	443642	2067067
1767	443871	2066713
1768	444121	2066458
1769	444347	2066091
1770	444632	2065997
1771	444878	2065722
1772	445146	2065548
1773	445392	2065275
1774	445696	2065270
1775	445954	2065048
1776	446217	2064853
1777	446428	2064417
1778	446656	2064060
1779	446914	2063838
1780	447118	2063374
1781	447405	2063289
1782	447627	2062902
1783	448088	2063619
1784	448320	2063279
1785	448573	2063037
1786	448818	2062756
1787	449078	2062547
1788	449346	2062374
1789	449573	2062009
1790	449829	2061781
1791	450067	2061469
1792	450353	2061376
1793	450570	2060969
1794	450817	2060702
1795	451056	2060392
1796	451347	2060324
1797	451601	2060084
1798	451829	2059729
1799	452090	2059521
1800	452314	2059147
1801	452624	2059164
1802	452843	2058765
1803	453087	2058482
1804	453375	2058400
1805	453623	2058136
1806	453964	2058292
1807	454177	2057867
1808	454456	2057742
1809	454685	2057389
1810	454988	2057370
1811	455208	2056978
1812	455446	2056667
1813	455677	2056327
1814	455917	2056024
1815	456195	2055896
1816	456414	2055499
1817	456682	2055321
1818	456904	2054942
1819	457202	2054897
1820	457419	2054495
1821	457647	2054139
1822	457893	2053866
1823	458109	2053457
1824	458434	2053535
1825	458655	2053146
1826	458915	2052936
1827	459146	2052593
1828	459456	2052606
1829	459685	2052257
1830	459948	2052058
1831	460235	2051966
1832	460585	2052157
1833	460852	2051976
1834	461062	2051541
1835	461306	2051258
1836	461555	2050996
1837	461866	2051006
1838	462070	2050545
1839	462303	2050216
1840	462587	2050109
1841	462934	2050280
1842	463228	2050220
1843	463475	2049947
1844	463722	2049679
1845	464031	2049683
1846	464253	2049298
1847	464458	2048843
1848	464729	2048679
1849	464936	2048233
1850	465249	2048254
1851	465463	2047837
1852	465722	2047621
1853	465942	2047231
1854	466193	2046978
1855	466462	2046803
1856	466684	2046426
1857	466936	2046178
1858	467147	2045750
1859	467526	2046058
1860	467748	2045677
1861	467975	2045319
1862	468216	2045022
1863	468427	2044597
1864	468741	2044616
1865	468963	2044238
1866	469207	2043957
1867	469455	2043689
1868	469709	2043449
1869	469994	2043343
1870	470212	2042950
1871	470477	2042757
1872	470708	2042415
1873	471008	2042378
1874	471285	2042235
1875	471499	2041823
1876	471729	2041479
1877	472001	2041316
1878	472252	2041064
1879	472478	2040706
1880	472755	2040566
1881	472985	2040221
1882	473287	2040187
1883	473513	2039825
1884	473783	2039657
1885	474009	2039297
1886	474416	2039712
1887	474643	2039359
1888	474862	2038967
1889	475095	2038638
1890	475324	2038289
1891	475613	2038198
1892	475831	2037806
1893	476083	2037558
1894	476305	2037178
1895	476590	2037072
1896	476827	2036758
1897	477059	2036424
1898	477320	2036217
1899	477553	2035884
1900	477871	2035916
1901	478072	2035453
1902	478339	2035270
1903	478619	2035138
1904	478943	2035196
1905	479253	2035193
1906	479464	2034768
1907	479716	2034520
1908	480107	2034863
1909	480333	2034502
1910	480565	2034167
1911	480819	2033927
1912	481035	2033525
1913	481351	2033546
1914	481565	2033135
1915	481814	2032875
1916	482038	2032507
1917	482334	2032444
1918	482556	2032068
1919	482773	2031671
1920	483075	2031634
1921	483291	2031233
1922	483595	2031200
1923	483819	2030835
1924	484070	2030581
1925	484295	2030218
1926	484606	2030218
1927	484798	2029716
1928	485021	2029347
1929	485275	2029103
1930	485505	2028764
1931	485813	2028750
1932	486032	2028360
1933	486286	2028121
1934	486501	2027718
1935	486876	2027981
1936	487107	2027643
1937	487332	2027284
1938	487577	2027002
1939	487819	2026715
1940	488144	2026768
1941	488360	2026368
1942	488602	2026079
1943	488865	2025874
1944	489171	2025848
1945	489434	2025643
1946	489679	2025367
1947	489875	2024884
1948	490104	2024540
1949	490414	2024530
1950	490615	2024072
1951	490891	2023920
1952	491122	2023585
1953	491442	2023615
1954	491649	2023182
1955	491918	2023004
1956	492170	2022752
1957	492371	2022292
1958	492740	2022524
1959	492961	2022149
1960	493224	2021945
1961	493445	2021569
1962	493762	2021583
1963	493989	2021232
1964	494200	2020815
1965	494457	2020584
1966	494678	2020210
1967	494960	2020081
1968	495183	2019713
1969	495410	2019364
1970	495657	2019095
1971	495947	2018999
1972	496212	2018800
1973	496432	2018421
1974	496720	2018320
1975	496972	2018071
1976	497307	2018156
1977	497610	2018116
1978	497873	2017908
1979	498146	2017746
1980	498557	2018137
1981	498798	2017844
1982	499051	2017598
1983	499268	2017204
1984	499590	2017236
1985	499805	2016837
1986	500050	2016561
1987	500276	2016205
1988	500536	2015988
1989	500808	2015815
1990	501030	2015444
1991	501286	2015212
1992	501505	2014827
1993	501794	2014727
1994	502025	2014393
1995	502261	2014079
1996	502513	2013828
1997	502728	2013428
1998	503029	2013376
1999	503254	2013018
2000	503493	2012716
2001	503735	2012425
2002	504030	2012346
2003	504259	2012004
2004	504475	2011613
2005	504745	2011433
2006	505003	2011208
2007	505407	2011562
2008	505617	2011142
2009	505871	2010903
2010	506133	2010690
2011	506421	2010583
2012	506675	2010340
2013	506900	2009984
2014	507167	2009793
2015	507375	2009366
2016	507690	2009365
2017	507934	2009085
2018	508220	2008969
2019	508436	2008576
2020	508741	2008535
2021	508945	2008096
2022	509190	2007818
2023	509423	2007489
2024	509750	2007535
2025	509980	2007198
2026	510229	2006937
2027	510494	2006735
2028	510726	2006406
2029	511114	2006692
2030	511326	2006282
2031	511599	2006112
2032	511833	2005791
2033	512132	2005724
2034	512347	2005330
2035	512578	2004998
2036	512857	2004853
2037	513101	2004571
2038	513444	2004674
2039	513715	2004497
2040	513924	2004078
2041	514150	2003728
2042	514460	2003699
2043	514704	2003417
2044	514928	2003058
2045	515185	2002826
2046	515427	2002538
2047	515715	2002425
2048	515927	2002018
2049	516199	2001847
2050	516433	2001526
2051	516806	2001743
2052	517017	2001332
2053	517254	2001023
2054	517513	2000799
2055	517782	2000616
2056	518063	2000477
2057	518286	2000111
2058	518561	1999949
2059	518781	1999576
2060	519112	1999628
2061	519323	1999218
2062	519566	1998933
2063	519784	1998552
2064	520027	1998265
2065	520322	1998177
2066	520535	1997776
2067	520862	1997815
2068	521080	1997433
2069	521413	1997492
2070	521636	1997130
2071	521896	1996908
2072	522129	1996586
2073	522573	1997068
2074	522810	1996757
2075	523088	1996605
2076	523351	1996394
2077	523653	1996332
2078	523983	1996378
2079	524277	1996288
2080	524517	1995989
2081	524729	1995584
2082	525047	1995585
2083	525254	1995160
2084	525536	1995021
2085	525804	1994829
2086	526127	1994846
2087	526376	1994584
2088	526629	1994336
2089	526872	1994048
2090	527167	1993956
2091	527408	1993664
2092	527636	1993321
2093	527900	1993115
2094	528116	1992725
2095	528537	1993111
2096	528762	1992755
2097	529012	1992497
2098	529223	1992089
2099	529505	1991950
2100	529740	1991633
2101	529972	1991304
2102	530229	1991071
2103	530493	1990863
2104	530824	1990905
2105	531103	1990753
2106	531322	1990380
2107	531543	1990009
2108	531865	1990018
2109	532082	1989637
2110	532330	1989369
2111	532584	1989123
2112	532863	1988969
2113	533138	1988802
2114	533360	1988437
2115	533609	1988175
2116	533830	1987804
2117	534247	1988167
2118	534455	1987752
2119	534690	1987433
2120	534932	1987143
2121	535160	1986800
2122	535482	1986809
2123	535691	1986396
2124	535969	1986241
2125	536196	1985894
2126	536496	1985820
2127	536707	1985415
2128	536921	1985020
2129	537169	1984752
2130	537406	1984443
2131	537722	1984427
2132	537939	1984045
2133	538162	1983685
2134	538404	1983396
2135	538670	1983195
2136	538938	1983000
2137	539163	1982648
2138	539432	1982457
2139	539704	1982280
2140	540122	1982635
2141	540349	1982291
2142	540591	1982002
2143	540861	1981812
2144	541180	1981806
2145	541457	1981644
2146	541685	1981302
2147	541921	1980989
2148	542232	1980952
2149	542475	1980667
2150	542698	1980307
2151	542940	1980017
2152	543200	1979793
2153	543532	1979830
2154	543765	1979509
2155	543973	1979095
2156	544201	1978753
2157	544426	1978401
2158	544708	1978259
2159	544924	1977873
2160	545170	1977599
2161	545415	1977319
2162	545827	1977647
2163	546043	1977262
2164	546254	1976860
2165	546606	1976970
2166	547098	1977583
2167	547517	1977932
2168	547919	1978218
2169	548241	1978215
2170	548609	1978380
2171	548902	1978273
2172	549165	1978057
2173	549439	1977879
2174	549816	1978074
2175	550119	1978003
2176	550380	1977781
2177	550678	1977688
2178	550913	1977371
2179	551126	1976977
2180	551395	1976781
2181	551622	1976435
2182	552040	1976774
2183	552277	1976466
2184	552546	1976272
2185	552793	1975997
2186	553098	1975928
2187	553401	1975854
2188	553716	1975823
2189	554012	1975724
2190	554478	1976230
2191	554828	1976323
2192	555181	1976426
2193	555601	1976766
2194	555911	1976714
2195	556240	1976730
2196	556610	1976892
2197	556954	1976960
2198	557253	1976867
2199	557548	1976761
2200	558069	1977456
2201	558352	1977307
2202	558664	1977260
2203	559099	1977649
2204	559420	1977632
2205	559727	1977569
2206	560102	1977743
2207	560500	1977999
2208	560750	1977730
2209	561016	1977519
2210	561294	1977349
2211	561612	1977324
2212	561830	1976941
2213	562089	1976706
2214	562334	1976422
2215	562601	1976214
2216	562886	1976070
2217	563104	1975691
2218	563402	1975588
2219	563690	1975454
2220	564260	1976308
2221	564487	1975962
2222	564741	1975704
2223	565020	1975540
2224	565429	1975825
2225	565720	1975701
2226	565981	1975471
2227	566240	1975233
2228	566563	1975221
2229	566817	1974965
2230	567087	1974767
2231	567425	1974803
2232	567797	1974959
2233	568070	1974768
2234	568323	1974509
2235	568582	1974271
2236	569087	1974888
2237	569371	1974736
2238	569714	1974789
2239	570052	1974826
2240	570349	1974717
2241	570602	1974458
2242	570858	1974208
2243	571260	1974463
2244	571489	1974121
2245	571712	1973757
2246	571942	1973416
2247	572183	1973117
2248	572480	1973008
2249	572725	1972722
2250	572972	1972441
2251	573201	1972099
2252	573549	1972164
2253	573769	1971790
2254	574084	1971745
2255	574399	1971697
2256	574947	1972450
2257	575234	1972305
2258	575482	1972027
2259	575713	1971692
